message,true_sentiment,vader_sentiment
#trump did talked about climate change and protecting the environment during #sotu2018 ...when he talâ€¦,neutral,neutral
we should seriously consider the possibility that climate change is a fiscal issue.,pro,anti
werner kurz warns of climate change threats #iufro2017  ,pro,anti
she thought morbid obesity had been taken.. ,neutral,neutral
shut the fuck up. the bible is a fucking novel. scientist predicted this shit too. it's called global warming. ,pro,anti
i intend to cook longhorn cow as i consider climate change.,neutral,neutral
absolutely. weather fluctuation does not equal climate change. but $q$this is the new normal... in ten years we$q$re going toâ€¦,neutral,neutral
"#ivotedbecause i believe in equality, we need comprehensive immigration reform, i am pro-choice and global warming is real. #ã¢â‚¬â¦",pro,pro
"30 years ago, the  said global warming would make earth uninhabitable for cockroaches…",anti,pro
he was very entertaining and extremely conservative. he thought climate change was a hoax.,neutral,pro
nicaragua wasn't in because it wanted stronger climate change efforts. ,pro,pro
a reminder that global warming is as real as ever: ,pro,pro
republicans on climate change...  ,neutral,neutral
“health is the human face of climate change' - dean williams  ,pro,neutral
it's not just the donald. global populist movement threatens efforts to tackle climate changeã¢â‚¬â¦,pro,anti
"germany bans meat at official functions

animal agriculture leading cause of climate change, environment degradation htt…",pro,anti
"'climate criminal.' so, are they sending the weatherstapo for him? these global warming scam fanatics are the worst. ¢â‚¬â¦",anti,anti
#forests sequestration can help address global climate change ,pro,pro
why aerosols pose a deadly climate change threat  ,pro,anti
addis ababa is witnessing climate change. i have never seen such a hailstorm in my experience. ,pro,neutral
"trump said climate change is a hoax, then warned of its dire effects in app to build sea wall at irish golf course.
ht…",pro,anti
doh! another al gore #epicfail=&gt; global warming tour cut off by--wait for it-- too much ice!  #tcot #teap…,anti,anti
still wondering why if n y times feels need to be 'fair &amp; balanced' w/ climate change denial why not holocaust denial?…,pro,pro
economic insecurity &amp; dislocation drove the election. ignoring climate change will only exacerbate them. ,pro,anti
irma won’t “wake up” climate change-denying republicans. their whole greedy ideology is on the line. ,pro,anti
rick perry falsely downplays human contribution to climate change  ,pro,neutral
"in a universe where climate change becomes more undeniable, do you think punxsutawney phil will be a last resort that winter can go on?",pro,neutral
our new president thinks global warming is a hoax created by the chinese &amp; his second in command thinks you can shockã¢â‚¬â¦,pro,pro
"with trump as president, chinaã¢â‚¬â€china!ã¢â‚¬â€will be the world's biggest champion of fighting climate change - quartz ",pro,pro
this map reveals which countries will survive climate change (and which countries are in b...  via,pro,neutral
"hey #maga, trump says global warming is a chinese plot to hurt america. so what does he do? he put 30% tariffs on solarâ€¦",pro,anti
there's a link between climate change and immigration. ,pro,neutral
"coal is the most polluting of the major fossil fuels and is blamed for greenhouse gases that stoke global warming,â€¦ ",pro,anti
my new sounds: living planet: talking climate change  on #soundcloud,neutral,neutral
here's the one climate change deal the trump administration might back  - #climatechange,pro,neutral
ðÿ’”broke my heart first time i saw it &amp; still doesðÿ˜¢climate change is real &amp; to see the suffering of animals lâ€¦ ,pro,anti
looking forward to a lil climate change and location switch up these next 2 days!! #roadtrippin ✌️,neutral,neutral
12/12 global warming - what the government isn$q$t telling you 12/12 ,neutral,pro
'are you or have you ever been concerned about climate change?' (and you thought it couldn't get much weirder) ,neutral,neutral
wait r people rlly out here thinking global warming doesnt exist,pro,pro
"well, that's global warming for you, . ðÿœ§â„â˜€ðÿ‚ #totp ",neutral,pro
a groundbreaking study outlines what you can do about climate change.  ,pro,neutral
man is not even smart enough to change climate. the earth must repeat extinction through climate change. stop trying to change destiny.,anti,anti
greenpeace: rt _lipuppy12: â€˜iâ€™m from the marshall islands. hereâ€™s what we need to fight climate changeâ€™ by oneyoungâ€¦ ,pro,anti
"earth could hit 1.5 degrees of global warming in just nine years, scientists say   #stopfundingfossils",pro,pro
"schnee frostina went to town, global warming melted down,froze again another day. gender ambiguity: please use 'sch… ",neutral,pro
trump is leading the only major political party in the advanced world to deny climate change  ,pro,pro
even the eyelashes freeze: russia sees minus 88.6 degrees f...where is the global warming bill nye the no science gâ€¦ ,anti,anti
and yet climate change barely featured in us presidential election. ,pro,neutral
thank you climate change,neutral,pro
". also, global warming is a very real thing, and doesn't just threaten humanity, it threatens the godd… ",pro,pro
nyc launches attack against big oil over climate change -  #renewables #solar ,pro,anti
have the hurricanes/fires/floods of this past year been caused by global warming?! great video from  ,neutral,pro
"ignore trump for now. reflect on how far cooperation on climate change has come with eu china, india ploughing ahead ",pro,anti
"observations show sea levels rising, and climate change is accelerating it ",pro,neutral
scientists leak key climate change report before dirty donald trump could block it. ,pro,anti
who can understand this climate change report? - pacific standard - ,neutral,neutral
"#greatbarrierreef has bleached severely due to global warming four times since 1998 
 ",pro,anti
"-every year it's getting hotter because of human-caused #climate change.
-every year climate scientists produces great graâ€¦",pro,pro
youre supposed 2 fight for #peopleoverprofits &amp; climate change. fight against major coã¢â‚¬â¦ ,pro,anti
"bbc news crid:4b7ljy ... signed an agreement accepting the need to tackle climate change. but less than a month later, this. in ...",neutral,pro
what does climate change look like? here are five signs:   #actonclimate ,pro,pro
"very interesting - how much can bicycling help fight climate change? a lot, if cities try ",pro,pro
rex tillerson just sidestepped 's question about whether human activity is contributing to climate change.…,pro,neutral
